,link,tipo,fecha_view,nombre_id,precio,direccion,puntuacion,descripcion,calficacion_tx,sitio_web,ciudad
7,https://www.tripadvisor.com///Hotel_Review-g303845-d575874-Reviews-Wyndham_Garden_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Wyndham Garden Guayaquil,118.0,"Av Juan Tanca Marengo y Abel Romero Castillo Plaza Del Sol, Guayaquil 090505 Ecuador",4.5,"The hotel is located only 3 minutes from the Jose Joaquin de Olmedo Airport and a few steps from Mall del Sol Shopping Center, the biggest mall in the city. This hotel has modern accommodations in the main commercial and financial area of Guayaquil. It features a health club, free WIFI and free parking for all guests. Rooms at Wyndham Garden Guayaquil are nicely decorated and furnished with comfortable beds and feathered pillows. They come equipped with air conditioning, flat screen TV, coffee machine and a work desk. Room service is available 24/7. Wellness facilities include a sauna, jacuzzi and a gym. Our restaurant offers a healthy breakfast everyday, and sit-down lunch and dinner. National and international dishes can be ordered for dinner, accompanied with a selection of delicious wines.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d575874-Reviews-Wyndham_Garden_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
8,https://www.tripadvisor.com///Hotel_Review-g303845-d307408-Reviews-Hilton_Colon_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hilton Colon Guayaquil,184.0,"Ave. Francisco De Orellana Mz. 111, Guayaquil 904662 Ecuador",4.5,"Elegance, comfort, security and personalized service are just some of the characteristics that make Hilton Colon Guayaquil, a real five-star city resort hotel. The splendid building is located only five minutes away from Jose Joaquin de Olmedo International Airport and dominates the city's new booming commercial and financial zone in Ecuador. Our hotel is surrounded by the main shopping centers and offers easy access to the downtown district area. Hilton Colon Guayaquil Hotel Features: 294 fully renovated rooms, Five restaurants and two bars, Room service available 24-hours, Business center, Refurbished meeting rooms, congress, and convention facilities with capacity up to 1800 people, Renovated outdoor pool and fitness area with a health spa. Travel should take you places.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d307408-Reviews-Hilton_Colon_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
9,https://www.tripadvisor.com///Hotel_Review-g303845-d1587017-Reviews-Courtyard_by_Marriott_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Courtyard by Marriott Guayaquil,116.0,"Av. Francisco De Orellana 236, Guayaquil 090150 Ecuador",4.0,,Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d1587017-Reviews-Courtyard_by_Marriott_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
10,https://www.tripadvisor.com///Hotel_Review-g303845-d3929337-Reviews-Holiday_Inn_Guayaquil_Airport-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Holiday Inn Guayaquil Airport,127.0,"Ave. de Las américas Junto al Aeropuerto Internacional, Guayaquil 090150 Ecuador",4.5,Up scale full service property opened in July 2013 to cater corporate and leisure travelers lodging needs. Our service staff will extreme their efforts to always better serve you the Ecuadorian way.,Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d3929337-Reviews-Holiday_Inn_Guayaquil_Airport-Guayaquil_Guayas_Province.html,guayaquil
11,https://www.tripadvisor.com///Hotel_Review-g303845-d21504704-Reviews-Hotel_Puerto_Pacifico_Guayaquil_Airport-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Puerto Pacifico Guayaquil Airport,79.0,"Avenue 33, Ciudadela la Garzota, Mz. 83, Solar 6 -9, Guayaquil 090513 Ecuador",4.0,"With its modern, and contemporary design, Hotel Puerto Pacifico offers the perfect base for a cool and comfortable visit in Guayaquil. Located next the José Joaquín de Olmedo Airport, and in the heart of the Guayaquil´s entertainment hub, this charming 48 room hotel gives you, the suitable spot for your way of friends, business, holiday or digital nomad visit. Welcome to our community.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d21504704-Reviews-Hotel_Puerto_Pacifico_Guayaquil_Airport-Guayaquil_Guayas_Province.html,guayaquil
12,https://www.tripadvisor.com///Hotel_Review-g303845-d307398-Reviews-Sheraton_Guayaquil_Hotel-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Sheraton Guayaquil Hotel,134.5,"Ave Constitucion Plaza Del Sol, Frente Al Mall Del Sol, Guayaquil 090150 Ecuador",4.5,"If you’re looking for a family-friendly hotel in Guayaquil, look no further than Sheraton Guayaquil Hotel.For those interested in checking out popular landmarks while visiting Guayaquil, Sheraton Guayaquil is located a short distance from El Castillo Chocolate Farm (1.9 mi) and El Faro de Guayaquil (2.0 mi).As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.Guests have access to a 24 hour front desk, room service, and newspaper while staying at Guayaquil Four Points. In addition, Guayaquil Sheraton offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.While in Guayaquil be sure to experience nearby diners such as Ville Crepes, Rock Sport Café, or Pollos De Boncho.Guayaquil is also home to Museo en Miniatura Guayaquil en la Historia, a popular military museum that is not too far from Four Points Guayaquil.The staff at Sheraton Guayaquil Hotel looks forward to serving you during your upcoming visit.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d307398-Reviews-Sheraton_Guayaquil_Hotel-Guayaquil_Guayas_Province.html,guayaquil
13,https://www.tripadvisor.com///Hotel_Review-g303845-d2152315-Reviews-TRYP_by_Wyndham_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,TRYP by Wyndham Guayaquil,132.0,"Av Joaquin Orrantia, Guayaquil 090505 Ecuador",4.5,"Surrounded by dining and shopping in the heart of the business district, TRYP by Wyndham Guayaquil offers a free shuttle to Jose Joaquin de Olmedo Guayaquil Airport (GYE), just two miles away. Whether you’re visiting for work or leisure, you’ll appreciate free WiFi and parking, in addition to a pool, fitness center, and on-site dining at OLMEDO Gastro Bar. We’re connected to the biggest mall of the city and close to Guayaquil Convention Center which is less than a mile away. This non-smoking hotel is also close to the riverside Malecón 2000 where you’ll find the historic Torre Morisca clock tower. As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, mini-fridge, and getting online is easy, with free wifi available. Guests have access to a 24 hour front desk, room service, and a concierge while staying at Safe Stay Certified hotel. At TRYP by Wyndham Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to this great city.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d2152315-Reviews-TRYP_by_Wyndham_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
14,https://www.tripadvisor.com///Hotel_Review-g303845-d2299564-Reviews-Hotel_GH_Galeria-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel GH Galeria,71.5,"Avenida 9 de Octubre 1608 and Garcia Moreno, Guayaquil 090105 Ecuador",4.0,"The GH Galeria Hotel in Guayaquil has a total of 94 large rooms, all fully equipped and soundproofed. There are also two meeting rooms equipped with the latest audiovisual media, and a wide selection of comforts and services.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d2299564-Reviews-Hotel_GH_Galeria-Guayaquil_Guayas_Province.html,guayaquil
15,https://www.tripadvisor.com///Hotel_Review-g303845-d307414-Reviews-Hotel_Ramada-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Ramada,71.0,"Malecon 606 y Manuel Antonio Luzarraga 593, Guayaquil 090306 Ecuador",4.0,"Overlooking the Jardines del Malecón and the Guayas river, the Hotel Ramada is centrally located in downtown Guayaquil. Free breakfast is included. Guests can enjoy the indoor pool, solarium, sauna and fitness center. Free WiFi is available. Rooms at the Hotel Ramada offer accommodation with air conditioning. All rooms feature cable TV and free Wi-Fi and some rooms have scenic river views. Guests at the Hotel Ramada can choose from 2 dining options. ""El Malecon"" restaurant serves local cuisine dishes while the Riva Delicatessen offers fresh sandwiches and pastries. The hotel is located only 5 km from José Joaquín de Olmedo International Airport‎, and within walking distance of local restaurants and nightlife. Airport shuttles can be arranged for an extra charge, and free parking on the street is provided.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d307414-Reviews-Hotel_Ramada-Guayaquil_Guayas_Province.html,guayaquil
16,https://www.tripadvisor.com///Hotel_Review-g303845-d1596791-Reviews-Macaw-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Macaw,62.5,"Cdla. Guayaquil, Calle Victor Hugo Sicouret y Emilio Soro Lenti Manzana 11, Villa 8, Guayaquil 090150 Ecuador",5.0,"Homely and cosy hostel with private rooms, close to the airport. Great for business travelers and transit passengers in Guayaquil's city, going to or comming from: Galapagos and any other part of the Country.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d1596791-Reviews-Macaw-Guayaquil_Guayas_Province.html,guayaquil
17,https://www.tripadvisor.com///Hotel_Review-g303845-d19220133-Reviews-Luxva_Hotel_Boutique-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Luxva Hotel Boutique,82.0,"Av. Circunvalacion Sur 209 Urdesa Central, Guayaquil 090150 Ecuador",5.0,"Located in Guayaquil, 12 km from Saint Francis Church, Luxva Hotel Boutique provides accommodation with an outdoor swimming pool, free private parking, a garden and a tennis court. Among the facilities at this property are a 24-hour front desk and a concierge service, along with free WiFi throughout the property. The hotel features family rooms.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d19220133-Reviews-Luxva_Hotel_Boutique-Guayaquil_Guayas_Province.html,guayaquil
18,https://www.tripadvisor.com///Hotel_Review-g303845-d9708527-Reviews-DC_Suites_Aeropuerto-Guayaquil_Guayas_Province.html,hotel,2022-10-31,DC Suites Aeropuerto,40.5,"Ciudadela Simon Bolivar Manzana 5, Villa 56, Guayaquil 090105 Ecuador",4.5,"DC Suites is an excellent choice for travelers visiting Guayaquil, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.While staying at DC Suites, visitors can check out Iglesia San Alejo (1.3 mi), which is a popular Guayaquil attraction.The rooms offer a flat screen TV and air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Guests arriving by vehicle have access to free parking.If you’re looking for a steakhouse, consider a visit to La Tablita del Tartaro, which is not far from DC Suites.Guayaquil is also known for some great art museums, including Museum of Anthropology and Contemporary Art and Museo Antropológico y de Arte Contemporáneo, which are not too far from DC Suites.Enjoy your stay in Guayaquil!",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d9708527-Reviews-DC_Suites_Aeropuerto-Guayaquil_Guayas_Province.html,guayaquil
19,https://www.tripadvisor.com///Hotel_Review-g303845-d1801955-Reviews-Hotel_Alexander-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Alexander,33.0,"Luque 1107 y Pedro Moncayo, Guayaquil 090105 Ecuador",3.5,"Welcome to the Hotel Alexander, the place where you will enjoy comfortable rooms with air conditioning, cable TV, hot water, private bathroom (steam-jacuzzi) at a very affordable prices. We are in the center of Guayaquil, city considered as the main port of Ecuador, which makes it one of the biggest tourist attractions in the country. Besides being close to the most important sites of the city, the Hotel Alexander offers the tourist an excellent national and international attention, hospitality and human warmth to make you feel like home.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d1801955-Reviews-Hotel_Alexander-Guayaquil_Guayas_Province.html,guayaquil
20,https://www.tripadvisor.com///Hotel_Review-g303845-d1549589-Reviews-Hostal_Suites_Madrid-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hostal Suites Madrid,38.5,"Quisquis 305 and Rumichaca, Guayaquil 5934 Ecuador",3.5,"Guayaquil Hostel Suites Madrid-GALAPAGOS TOUR OPERATOR is located in the touristic, commercial; and financial system in the heart of Guayaquil downtown; we are strategically accessible to any area important to know, such as shopping malls and touristic sites (just like El Malecon 2000, Las Peñas, Iguana's Park... everything at a short walking distance). Guayaquil Hostel Suites Madrid is also a Tour Operator specialized in Galapagos Last Minute Cruises.We have the best rooms and trust us... we guarantee you a pleasant stay at Guayaquil Hostel Suites Madrid.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d1549589-Reviews-Hostal_Suites_Madrid-Guayaquil_Guayas_Province.html,guayaquil
21,https://www.tripadvisor.com///Hotel_Review-g303845-d21504704-Reviews-Hotel_Puerto_Pacifico_Guayaquil_Airport-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Puerto Pacifico Guayaquil Airport,79.0,"Avenue 33, Ciudadela la Garzota, Mz. 83, Solar 6 -9, Guayaquil 090513 Ecuador",4.0,"With its modern, and contemporary design, Hotel Puerto Pacifico offers the perfect base for a cool and comfortable visit in Guayaquil. Located next the José Joaquín de Olmedo Airport, and in the heart of the Guayaquil´s entertainment hub, this charming 48 room hotel gives you, the suitable spot for your way of friends, business, holiday or digital nomad visit. Welcome to our community.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d21504704-Reviews-Hotel_Puerto_Pacifico_Guayaquil_Airport-Guayaquil_Guayas_Province.html,guayaquil
22,https://www.tripadvisor.com///Hotel_Review-g303845-d1437815-Reviews-GH_Sander_Hotel-Guayaquil_Guayas_Province.html,hotel,2022-10-31,GH Sander Hotel,18.5,"Calle Luque 1001 y Pedro Moncayo, Guayaquil 090105 Ecuador",3.0,"See why so many travelers make Hotel Sander their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.Given the close proximity of popular landmarks, such as Iglesia San Francisco (0.5 mi) and Captain Morgan's Pirate Ship (0.7 mi), guests of Hotel Sander can easily experience some of Guayaquil's most well known attractions.Guest rooms offer amenities such as air conditioning and a desk, and guests can go online with wifi offered by the hotel.Hotel Sander features a 24 hour front desk, to help make your stay more enjoyable. The property also boasts an on-site restaurant. If you are driving to Hotel Sander, there is paid private parking available nearby.While in Guayaquil be sure to experience nearby seafood restaurants such as Caracol Azul, La Pata Gorda, or La Pata Gorda.Plus, during your trip, don't forget to check out an art gallery, such as Casa Marin.At Hotel Sander, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Average,https://www.tripadvisor.com///Hotel_Review-g303845-d1437815-Reviews-GH_Sander_Hotel-Guayaquil_Guayas_Province.html,guayaquil
23,https://www.tripadvisor.com///Hotel_Review-g303845-d2000014-Reviews-Hostel_Nucapacha-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hostel Nucapacha,29.0,"Urdesa Central. Balsamos Sur #308, Guayaquil EQ09112 Ecuador",4.0,"We offer affordable accommodation for backpackers and travelers who enjoy a chill, peaceful and cosy place to stay in while in the city chaos. Our facilities are design to offer a friendly atmosphere where you'll feel like home. Having lots of common areas to invite all of you to feel like part of our family. Nucapacha is in Urdesa Central, a safe and quiet neighborhood, yet close to bars, restaurants, night clubs, banks and more.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d2000014-Reviews-Hostel_Nucapacha-Guayaquil_Guayas_Province.html,guayaquil
24,https://www.tripadvisor.com///Hotel_Review-g303845-d776469-Reviews-Hoteles_en_Guayaquil_Suites_Guayaquil_Cerca_del_Aeropuerto-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hoteles en Guayaquil - Suites Guayaquil Cerca del Aeropuerto,44.0,"Av. Leopoldo Benitez y Av. Hno. Miguel, Mz 2, V 9, Guayaquil 090102 Ecuador",4.0,"Guayaquil Suites hotel, we offer a space for rest and if business is our location is very privileged is in step Guayaquil airport, bus terminal Guayaquil, Guayaquil Convention Center and Mall del Sol Shopping Center. Hotels Guayaquil Guayaquil hotel has rooms: Type: Double, triple, double and single, all with cable TV, Wi-Fi, air conditioning, free local calls, private bathroom with hot shower, Garage, Safe, Maintenance and Cleaning Daily with room service ,; Spread over 3 floors for your entire comfort. The best memory who will visit Ecuador Guayaquil, is the quality and warmth of its people, kind and honest, with good costumbrestos that will surprise anyone who has the opportunity to treat Hotel in Guayaquil",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d776469-Reviews-Hoteles_en_Guayaquil_Suites_Guayaquil_Cerca_del_Aeropuerto-Guayaquil_Guayas_Province.html,guayaquil
25,https://www.tripadvisor.com///Hotel_Review-g303845-d1224680-Reviews-Hotel_Sol_De_Oriente_Internacional-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Sol De Oriente Internacional,26.0,"Aguirre 603 y Escobedo Esq., Guayaquil 090150 Ecuador",3.0,"Hotel Sol de Oriente is most recognized for its oriental style. Has 56 rooms, TV Cable, Internet Wirelles, Security Box, Cafeteria, Business Center, Valet Parking,Airport Shutle. All of which make Hotel Sol de Oriente the perfect place for business travelers, tourists and more.",Average,https://www.tripadvisor.com///Hotel_Review-g303845-d1224680-Reviews-Hotel_Sol_De_Oriente_Internacional-Guayaquil_Guayas_Province.html,guayaquil
26,https://www.tripadvisor.com///Hotel_Review-g303845-d6982244-Reviews-Cedros_Inn-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Cedros Inn,132.5,"Cedros Sur 107 y Victor Emilio Estrada, Guayaquil 090150 Ecuador",4.0,"We offer spacious rooms and suites that are designed to fit anyone's budget and taste. Each room offers you free access to Wi-Fi since we know you need some of the pleasures from back home. We know you'll enjoy your stay with us, we even guarantee it.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d6982244-Reviews-Cedros_Inn-Guayaquil_Guayas_Province.html,guayaquil
27,https://www.tripadvisor.com///Hotel_Review-g303845-d1587017-Reviews-Courtyard_by_Marriott_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Courtyard by Marriott Guayaquil,116.0,"Av. Francisco De Orellana 236, Guayaquil 090150 Ecuador",4.0,,Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d1587017-Reviews-Courtyard_by_Marriott_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
28,https://www.tripadvisor.com///Hotel_Review-g303845-d5041204-Reviews-Hotel_del_Centro-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel del Centro,41.0,"Junin 412 Y Codova Centro, Guayaquil 090150 Ecuador",4.0,"HDC, Hotel de Centro, strategically located three blocks from the Guayas River, where you will find the wonderful Malecón 2000, which is the most important attraction of Guayaquil city. HDC, offers to their guests executive rooms with private bathroom, air conditioning, television, internet access and breakfast. We have rooms for single, double and triple use. In addition we have an exclusive parking for our guests. HDC is not only convenient for executives who need to be in the center of Guayaquil, but also for all tourists who want to know our beautiful city by walking, because we are close from the most important tourist areas.",Very good,https://www.tripadvisor.com///Hotel_Review-g303845-d5041204-Reviews-Hotel_del_Centro-Guayaquil_Guayas_Province.html,guayaquil
29,https://www.tripadvisor.com///Hotel_Review-g303845-d1153766-Reviews-Hotel_Malecon_Inn-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Malecon Inn,31.5,"Calle Sucre # 203 y Pichincha, Guayaquil 090150 Ecuador",2.5,"Welcome to Hotel Malecon Inn, your Guayaquil “home away from home.” Hotel Malecon Inn aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Given the close proximity of popular landmarks, such as Mirador Bellavista (1.5 mi) and George Capwell Stadium (1.9 mi), guests of Hotel Malecon Inn can easily experience some of Guayaquil's most well known attractions.Guest rooms offer air conditioning, and Hotel Malecon Inn makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the motel, including a 24 hour front desk and baggage storage. In addition, guests can enjoy a fitness center during their visit.During your visit, be sure to check out one of Guayaquil's popular shrimp restaurants such as La Canoa, Caracol Azul, and Lo Nuestro Cafe - Restaurant, all a short distance from Hotel Malecon Inn.During your visit, be sure to check out Parque Historico Guayaquil (0.2 mi), which is a popular attraction within walking distance of the motel.Hotel Malecon Inn puts the best of Guayaquil at your fingertips, making your stay both relaxing and enjoyable.",Average,https://www.tripadvisor.com///Hotel_Review-g303845-d1153766-Reviews-Hotel_Malecon_Inn-Guayaquil_Guayas_Province.html,guayaquil
30,https://www.tripadvisor.com///Hotel_Review-g303845-d2453749-Reviews-Hotel_Berlin-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Berlin,18.0,"Rumichaca 1503, Guayaquil 090150 Ecuador",2.0,"Conveniently located in the Centro de Guayaquil district of Guayaquil, Hotel Berlín is set less than 1 km from Saint Francis Church, a 14-minute walk from Malecon 2000 and 500 metres from Las Iguanas Park. The property is situated 1.",Poor,https://www.tripadvisor.com///Hotel_Review-g303845-d2453749-Reviews-Hotel_Berlin-Guayaquil_Guayas_Province.html,guayaquil
31,https://www.tripadvisor.com///Hotel_Review-g303845-d4213909-Reviews-Hotel_Onix_Gold-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hotel Onix Gold,25.5,"José de Antepara 514 entre Padre Solano y Luis Urdaneta, Guayaquil 090150 Ecuador",2.5,"Finding an ideal budget friendly small hotel in Guayaquil does not have to be difficult. Welcome to Hotel Onix Gold, a nice option for travelers like you.Close to some of Guayaquil's most popular landmarks, such as Iglesia San Francisco (0.7 mi) and Captain Morgan's Pirate Ship (0.9 mi), Hotel Onix Gold is a great destination for tourists.Hotel Onix Gold offers guests an array of room amenities including air conditioning, and getting online is possible, as free wifi is available.The small hotel offers a 24 hour front desk, room service, and a concierge, to make your visit even more pleasant. The property also features a lounge. Guests arriving by vehicle have access to street parking.During your visit, be sure to check out a popular Guayaquil lobster restaurant such as Lo Nuestro Cafe - Restaurant, which is a short distance from Hotel Onix Gold.There is no shortage of things to do in the area: explore popular parks such as Parque de la Kennedy, Parque Seminario, and Parque Samanes.Hotel Onix Gold looks forward to welcoming you on your visit to Guayaquil.",Average,https://www.tripadvisor.com///Hotel_Review-g303845-d4213909-Reviews-Hotel_Onix_Gold-Guayaquil_Guayas_Province.html,guayaquil
32,https://www.tripadvisor.com///Hotel_Review-g303845-d10255975-Reviews-Hacienda_La_Danesa-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Hacienda La Danesa,476.5,"Km 67 Autopista Naranjito Bucay, Guayaquil 090150 Ecuador",5.0,"Hacienda La Danesa is a traditional dairy and cacao farm with over 145 years of rich heritage and history, located about an hour drive from Guayaquil, Ecuador. Family-owned and managed by the third generation Olsen family, the farm o ers a unique selection of tailor-made activities for guests, including horseback riding trails, hands-on artisan chocolate making and other hacienda-related programs.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d10255975-Reviews-Hacienda_La_Danesa-Guayaquil_Guayas_Province.html,guayaquil
0,https://www.tripadvisor.com///Hotel_Review-g312858-d2263865-Reviews-La_Estelita-Ibarra_Imbabura_Province.html,hotel,2022-10-31,La Estelita,119.5,"Km. 5 Via Yuracrucito, a 3 Km. del Arcangel, Ibarra 100150 Ecuador",4.5,"See why so many travelers make La Estelita their resort of choice when visiting Ibarra. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.La Estelita features a concierge, to help make your stay more enjoyable. The property also boasts a pool and free breakfast. If you are driving to La Estelita, free parking is available.During your visit, be sure to check out one of Ibarra's popular delis such as La Hacienda Cafe Delicatessen, La Botica Café, and Annapurna, all a short distance from La Estelita.At La Estelita, your comfort and satisfaction come first, and they look forward to welcoming you to Ibarra.",Excellent,https://www.tripadvisor.com///Hotel_Review-g312858-d2263865-Reviews-La_Estelita-Ibarra_Imbabura_Province.html,ibarra
1,https://www.tripadvisor.com///Hotel_Review-g312858-d673995-Reviews-Hacienda_Hosteria_Chorlavi-Ibarra_Imbabura_Province.html,hotel,2022-10-31,Hacienda- Hosteria Chorlavi,118.0,"Panamericana km 4. 5, Ibarra 100150 Ecuador",4.5,"ACCOMODATIONS: 50 Rooms with modern bathrooms, 13 of our rooms have chimneys, 23 of our rooms have DirecTV• RESTAURANT SERVICE: National & International Cuisine with ample wine selection • ENTRETAINMENTE every Saturday during lunch hours we have live music and folkloric dances, Indian choreographies with authentic and colorful costumes.• Movie and Karaoke lounge Pool table, darts and fusball, family roomReading areas with peaceful and beautiful scenes• INTERNET SERVICE: Wi-Fi available in all rooms and all areas of the Hacienda• BUSINESS CENTER • SPA",Excellent,https://www.tripadvisor.com///Hotel_Review-g312858-d673995-Reviews-Hacienda_Hosteria_Chorlavi-Ibarra_Imbabura_Province.html,ibarra
2,https://www.tripadvisor.com///Hotel_Review-g312858-d2564683-Reviews-Hostel_Fevilamir-Ibarra_Imbabura_Province.html,hotel,2022-10-31,Hostel Fevilamir,27.5,"Street Juan Francisco Cevallos 1-53 y Obispo Mosquera, Ibarra 100150 Ecuador",4.0,"Fevilamir HOSTEL welcomes you! An ideal place for a relaxing restful for domestic tourists and international in the White City of Ibarra , the province Imbabura , surrounded by lakes and breathtaking and stunning landscapes in the heart of the Andes , Republic of Ecuador . We invite you to stay in our hostel Fevilamir , hoping to enjoy a stay pleasant and enjoyable in our province. Our website allows you to discover our comfortable rooms and know us as hosts .",Very good,https://www.tripadvisor.com///Hotel_Review-g312858-d2564683-Reviews-Hostel_Fevilamir-Ibarra_Imbabura_Province.html,ibarra
3,https://www.tripadvisor.com///Hotel_Review-g312858-d2487185-Reviews-Hosteria_Cananvalle-Ibarra_Imbabura_Province.html,hotel,2022-10-31,Hosteria Cananvalle,75.5,"Linea Ferrea Km 167, Ibarra 100150 Ecuador",5.0,"This agro-tourism ten-acre working farm and family–owned hotel, operated with social responsibility principles, overlooks a river canyon with views of two (and sometimes three) volcanoes. It is located ten minutes from the city of Ibarra, Imbabura. At an elevation of 2.192 m (7,200 ft), we have spring weather all year long, with temperatures ranging between 10-27oC (50- 80oF). Open as of December 2011.",Excellent,https://www.tripadvisor.com///Hotel_Review-g312858-d2487185-Reviews-Hosteria_Cananvalle-Ibarra_Imbabura_Province.html,ibarra
4,https://www.tripadvisor.com///Hotel_Review-g312858-d1977810-Reviews-Hotel_La_Giralda-Ibarra_Imbabura_Province.html,hotel,2022-10-31,Hotel La Giralda,70.5,"Av. Atahualpa 15-142 Juan Francisco Bonilla, Ibarra 100105 Ecuador",3.5,"Looking for a place to stay in Ibarra? Then look no further than Hotel La Giralda, a hotel that brings the best of Ibarra to your doorstep.Guest rooms offer amenities such as a refrigerator and a desk, and guests can go online with free wifi offered by the hotel.Hotel La Giralda features a 24 hour front desk, room service, and a concierge, to help make your stay more enjoyable. The property also boasts a pool and free breakfast. If you are driving to Hotel La Giralda, free parking is available.While in Ibarra be sure to experience nearby Mediterranean restaurants such as La Pergola Ibarra, Pour Toi Gourmet, or La Bella Italia.We’re sure you’ll enjoy your stay at Hotel La Giralda as you experience everything Ibarra has to offer.",Very good,https://www.tripadvisor.com///Hotel_Review-g312858-d1977810-Reviews-Hotel_La_Giralda-Ibarra_Imbabura_Province.html,ibarra
5,https://www.tripadvisor.com///Hotel_Review-g312858-d308807-Reviews-Hotel_Ajavi-Ibarra_Imbabura_Province.html,hotel,2022-10-31,Hotel Ajavi,122.0,"Ave. Mariano Acosta 1638 And Cristobal Gomez Jurado, Ibarra 100150 Ecuador",4.0,"Hotel Ajavi is an excellent choice for travelers visiting Ibarra, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Hotel Ajavi features room service and a concierge, to help make your stay more enjoyable. The property also boasts a pool and free breakfast. If you are driving to Hotel Ajavi, free parking is available.If you’re looking for a barbeque restaurant, consider a visit to Chamuyando, Ibérica Ribs, or La Parrilla del Tio Jessy, which are all conveniently located a short distance from Hotel Ajavi.Enjoy your stay in Ibarra!",Very good,https://www.tripadvisor.com///Hotel_Review-g312858-d308807-Reviews-Hotel_Ajavi-Ibarra_Imbabura_Province.html,ibarra
