,nombreh_id,comentario,fechac
1167,"Department#1. Comfortable and safe,Yahuarcuna Sector",Excellent for short stays in Loja! Just like in the pictures.,2022-08-01
1168,"Department#1. Comfortable and safe,Yahuarcuna Sector",Excellent service and facilities,2022-08-01
1169,"Department#1. Comfortable and safe,Yahuarcuna Sector","Good place, and nice atmosphere... recommended",2022-08-01
1170,"Department#1. Comfortable and safe,Yahuarcuna Sector","Nice place to stay, the value for money is worth it, recommended",2022-08-01
1171,"Department#1. Comfortable and safe,Yahuarcuna Sector",Great place,2022-07-01
1172,"Department#1. Comfortable and safe,Yahuarcuna Sector","quiet place, comfortable ideal for short visits to the city",2022-07-01
1173,"Department#1. Comfortable and safe,Yahuarcuna Sector","Everything is very good, as described in the post.",2022-06-01
1174,"Department#1. Comfortable and safe,Yahuarcuna Sector","Excellent place. Recommended for young couples, the place is safe and very quiet. The TV is the best of the best.",2022-05-01
1175,"Department#1. Comfortable and safe,Yahuarcuna Sector","Very cozy, good location, many thanks to Gabriela",2022-05-01
1176,Comfortable and modern apartment/ Est. Oranjos,"Amazing, cozy little spot, especially if you have a vehicle to park overnight.  Unit matches the pictures, all upgraded and new.  Excellent communication with Fer made arrival and exit a breeze.  Great value.",2022-10-01
1177,Comfortable and modern apartment/ Est. Oranjos,"Excellent place, very clean and nice. Fernanda and her sister are very friendly people, they made our stay a satisfactory time. I'm sure I'll be back",2022-11-01
1178,Comfortable and modern apartment/ Est. Oranjos,"Excellent apartment lends all facilities, it is very clean and comfortable",2022-11-01
1179,Comfortable and modern apartment/ Est. Oranjos,Everything's perfect and the place is great 🙌🏼😁,2022-10-01
1180,Comfortable and modern apartment/ Est. Oranjos,The place is very warm for a weekend with friends,2022-10-01
1181,Comfortable and modern apartment/ Est. Oranjos,"Excellent stay, cozy family atmosphere and excellent service, highly recommended",2022-10-01
1182,Comfortable and modern apartment/ Est. Oranjos,"Excellent. The apartment is luxurious, it has everything! It is very nice and very clean and the neighborhood is very safe! Definitely a beautiful place to arrive as a family. The host is a very good person, very attentive and very kind",2022-09-01
1183,New apartment complete and cozy,It was a great place to stay. Cozy and clean in a nice neighborhood.  The host was great! I definitely a great place for a great value.,2022-09-01
1184,New apartment complete and cozy,"This apartment has all the ammenties needed for your stay. The hosts communicated well and ensured all was well. The location is about 15 mins from the city center and very peaceful, calm and secured. The apartment is spacious, comfortable and fully equipped including netfilx, wifi, toiletries, detergents for laundry, tea/coffee/snack etc. The rooftop is private and has a beautiful view of the surrounding mountains. Clean, Safe and Tranquil. I without any reservation recommend this apartment.",2021-12-01
1185,New apartment complete and cozy,One word sums it up:  Perfect.  Perfect in every way.,2021-09-01
1186,New apartment complete and cozy,"Great spot! Clean, comfortable and safe.",2021-04-01
1187,New apartment complete and cozy,10/10,2020-10-01
1188,New apartment complete and cozy,"Very nice, clean and cozy",2022-10-01
1189,New apartment complete and cozy,Amazing,2022-10-01
1190,New apartment complete and cozy,"I was very happy, everything was as shown in the photos. I was greeted nicely and the whole apartment was super clean.The area is very quiet and the best thing is that it is close to the office. Next time I come back to Loja, I will return to this same apartment.",2022-10-01
1191,New apartment complete and cozy,"The apartment is very cozy, clean and safe. It is located in a quiet area. I recommend it 100% and Mrs. Janeth makes you feel very good and above all you feel like I made a good choice and so it was. Thank you and congratulations until next visit",2022-09-01
1192,New apartment complete and cozy,"Everything excellent, the best place to stay in Loja",2022-09-01
1193,New apartment complete and cozy,"A super nice, cozy, extremely equipped place, located in a quiet area of Loja. We felt right at home. 100% recommended, when we return to Loja we will definitely arrive at this apartment.",2022-07-01
1194,New apartment complete and cozy,Excellent place to get to Loja. Very clean and comfortable. The garage helps a lot. Coffee and cookies are a nice touch. Recommended!,2022-07-01
1195,New apartment complete and cozy,"It's exactly what's posted, a very clean and beautiful place.",2022-07-01
1196,New apartment complete and cozy,Great!,2022-06-01
1197,Residential in downtown Loja,Excellent value for money and in a great location. I would highly recommend.,2022-11-01
1198,Residential in downtown Loja,Great value accommodation with very friendly staff and excellent facilities. Highly recommended for those staying in Loja. Would stay again!,2022-10-01
1199,Residential in downtown Loja,Everything was great. Location is the best! Very good value and good clean shared kitchen. Also it was nice to have access to large common spaces.,2022-10-01
1200,Residential in downtown Loja,Great location....very helpful and pleasant staff...Clean and Safe.   I will stay there again whenever I go back to Loja!,2022-09-01
1201,Residential in downtown Loja,I had a good stay at Oscar’s place. The staff will do anything they can possibly do to make your stay a good one. The location is fantastic. No auto traffic. No dogs barking from rooftops. No crowing rooster. The hotel has loads of character. I would return when I come back to Loja!,2022-05-01
1202,Residential in downtown Loja,excellent service and location,2022-10-01
1203,Residential in downtown Loja,"excellent place, it has everything you need to spend several days and the service is first-class. It is two blocks from the cathedral and is close to everything",2022-10-01
1204,Residential in downtown Loja,an incredible place with wonderful people! Super recommended!,2022-08-01
1205,Residential in downtown Loja,"Oscar's residential complex is a highly recommended option to stay in Loja, located in the heart of the city. He was always attentive to make us feel at home, gave us access to the kitchen and gave us ideas to make our visit to Loja an even more pleasant experience, I wouldn't hesitate to return!",2022-08-01
1206,Residential in downtown Loja,"Very cozy, great location. Accessible",2022-08-01
1207,Residential in downtown Loja,very good,2022-08-01
1208,Residential in downtown Loja,Conveniently located,2022-08-01
1209,Residential in downtown Loja,"Excellent place to stay, highly recommended and central.",2022-08-01
1210,Residential in downtown Loja,"I am amazed at the excellent service and hospitality. If I go back to Loja, I will definitely come back here.",2022-07-01
1211,New Luxury Apartment,👌,2022-01-01
1212,New Luxury Apartment,"nice apartment, highly recommended",2022-10-01
1213,New Luxury Apartment,"Beautiful, clean and well located",2022-10-01
1214,New Luxury Apartment,"Excellent place, ideal location, close to downtown and places to eat, very comfortable and very clean rooms",2022-10-01
1215,New Luxury Apartment,great place super recommended 👍,2022-09-01
1216,New Luxury Apartment,Great stay,2022-08-01
1217,New Luxury Apartment,"The location is good, it takes days to respond to messages. Unfortunately, on the day of departure, my travel companion was in the shower and the cabin door burst, causing her to cut parts of her body. We let the owner know, who never arrived. Only the mom came to tell us that we left, and that through the app her son was going to contact us, and then receive a message that they wanted to charge us for the shower cabin and without asking if my friend was okay!!!",2022-08-01
1218,Apartment 24 de Mayo Great Location!,boy very grateful for the kindness of my host all 10,2022-10-01
1219,Apartment 24 de Mayo Great Location!,"Excellent place, very cozy both by the host and the location of the apartment, a very good experience",2022-10-01
1220,Apartment 24 de Mayo Great Location!,"Excellent location, very comfortable, clean, the owners are very attentive to any requirement, 100% recommended",2022-09-01
1221,Apartment 24 de Mayo Great Location!,"Fernando is an excellent host, he is always attentive to his guests, the information is accurate and you feel the warmth of this stay even before you arrive, with all the information you receive. The apartment is comfortable, complete, clean, has a lot of light and a lot of home warmth, it is located in the best area of the city of Loja, you can walk to several restaurants and various options, parks among others, the building has its own parking lot, and is very safe.",2022-09-01
1222,"Room 3B: Good, Nice and Cheap. The best!","Very cozy, clean, well organized and practical. Located in an ECO-BARRIO.Very QUIET.CLOSE TO A PARK.VERY CHEAP.I'm not asking for more. THANK YOU",2022-10-01
1223,"Room 3B: Good, Nice and Cheap. The best!","very comfortable and comfortable place, the service is excellent, they are always attentive to any concerns.",2022-09-01
1224,"Room 3B: Good, Nice and Cheap. The best!","The place is not only good, beautiful and quiet, but the best part is that the accommodation is super cheap, I would like to come back for the price and for the excellent host service.",2022-09-01
1225,"Comfortable and safe, central. With parking.","Stylish home just minutes from all the nice attractions Loja has to offer. The hosts were attentive and  helpful, thanks for the lovely home away from home!",2021-12-01
1226,"Comfortable and safe, central. With parking.","Nice apartment, but hot water is not constant.",2021-10-01
1227,"Comfortable and safe, central. With parking.","This was a really nice Airbnb. Much better than the photos indicate. Probably the best we had in Ecuador so far. It was clean, spacious and had everything we needed. Would definitely book again!",2021-10-01
1228,"Comfortable and safe, central. With parking.",Excellent stay.,2022-10-01
1229,"Comfortable and safe, central. With parking.","nice apartment, great host and ugly and unsafe area and building",2022-10-01
1230,"Comfortable and safe, central. With parking.",A pleasant stay. I recommend it.,2022-10-01
1231,"Comfortable and safe, central. With parking.",Fast communication,2022-09-01
1232,"Comfortable and safe, central. With parking.","very cozy, recommended",2022-09-01
1233,"Comfortable and safe, central. With parking.","100% recommended. Very comfortable, clean, excellent location",2022-05-01
1234,"Comfortable and safe, central. With parking.",Caution with the gate to the parking lot exit.,2022-05-01
1235,"Comfortable and safe, central. With parking.","Great place,good location",2022-05-01
1236,"Comfortable and safe, central. With parking.",Amazing,2022-04-01
1237,"Comfortable and safe, central. With parking.","The place is very clean and new, however I came for work, I am an advisor of the National Education Commission and since I do not have another place for a meeting, due to scheduling issues, I decided to ask them to go to the apartment, they did not take more than an hour on the site and apparently from the call I received there were inconveniences, it was not okay, in addition to the camera of the entrance, despite understanding that they do it for security it seems to me that the privacy of the guest invades. In any case, I hope this message helps to be considered in the future.",2022-03-01
1238,"Comfortable and safe, central. With parking.",Excellent service and good service,2022-03-01
1239,"Quiet, warm and welcoming.","This place was very clean, with laundry and a rack for drying, and the shower takes no more than the usual careful balance to get it right. There was a slight mugginess, perhaps it does not see many people. It’s a true local spot, a tad rough around the edges (dogs barking although they are common only mostly outside the more developed areas) but you can walk to one of the coolest expat places I have seen, Gringo’s English Pub, in a neighborhood where the streets are named after famous scientists.",2022-06-01
1240,"Quiet, warm and welcoming.","very clean place, very big and the host is very polite.",2022-05-01
1241,"Quiet, warm and welcoming.",.,2021-09-01
1242,"Quiet, warm and welcoming.","Excellent service, 100% kindness. Just like at home. I would definitely stay here again.",2022-10-01
1243,"Quiet, warm and welcoming.","Excellent place, air-conditioned, and the host is a very nice person, the place is very clean, I thought the stay was very good.",2022-10-01
1244,"Quiet, warm and welcoming.","Comfortable place, good location, host concerned about giving good service and communication, ideal for work groups (our case) and family. 100% recommended",2022-10-01
1245,"Quiet, warm and welcoming.","The apartment is in a very quiet area, and is close to everything. One of its best aspects is the kindness and willingness to help the owner. It was an amazing stay",2022-09-01
1246,Vintage suite in the heart of Loja,Excellent recommended place.,2022-09-01
1247,Vintage suite in the heart of Loja,Excellent service and location. I recommend it,2022-09-01
1248,Vintage suite in the heart of Loja,Excellent service. I would come back again,2022-07-01
1249,Vintage suite in the heart of Loja,everything excellent,2022-07-01
1250,Vintage suite in the heart of Loja,excellent host,2022-06-01
1251,Vintage suite in the heart of Loja,"Excellent safe location, cozy apartment, quick response, and the very beautiful city is worth giving yourself those tastes.",2022-05-01
1252,Vintage suite in the heart of Loja,"Comfortable, great location and Vicente is an excellent host",2022-04-01
1253,"Casa ""La Pradera""",Very good service and the apartment is beautiful and very welcoming for families.,2022-10-01
1254,"Casa ""La Pradera""","Excellent location, communication was fast and they were always attentive to any need. We hope to be back soon.",2022-09-01
1255,"Casa ""La Pradera""","Everything was very good,we went with a family and the house is super comfortable. As a recommendation, I would put in a hair dryer. But the rest is very good.",2022-09-01
1256,"Casa ""La Pradera""",superb,2022-09-01
1257,"Casa ""La Pradera""","The space is super nice, comfortable, with an excellent view of the city, great attention from the hosts, they helped me with everything, they were very kind, it was a nice stay, I would definitely come back",2022-09-01
1258,"Casa ""La Pradera""",the sidewalk of the driveway is too high for some cars.,2022-08-01
1259,"Casa ""La Pradera""",comfortable and cozy,2022-08-01
1260,"Castellana House Loja, Suite-Epoch","While the kitchen was set up with everything needed to cook, we found that we would not return due to these 3 things:  the bed is definitely not comfortable  - it is hard and low to the ground, we let the shower run for 5 minutes and ended up taking very cold showers, the location is out of town up at the top of a steep hill.  We had reserved for two nights.",2022-10-01
1261,"Castellana House Loja, Suite-Epoch","There is a sewage/mildew smell at the kitchen. It's a basement apartment so you can't expect a healthy environment. There is no fresh air in the bedroom, the window is going into the storage room. The area is very remote, catching a taxi was not easy. The host provided incorrect wifi information that created a huge drama in the middle of the night. When I mentioned this to the host he said I should have figured it out myself and that it was my obligation to read the house rules, those are in Spanish. So if you're not a Spanish speaker you're not welcomed there. Stay away if you want a pleasant experience",2022-08-01
1262,"Castellana House Loja, Suite-Epoch",.,2022-03-01
1263,"Castellana House Loja, Suite-Epoch","very nice place, it has everything, very clean, excellent to spend a few days.",2022-09-01
1264,"Castellana House Loja, Suite-Epoch","Excellent stay, everything was perfect.",2022-09-01
1265,"Castellana House Loja, Suite-Epoch",Everything was great! Recommended,2022-09-01
1266,"Castellana House Loja, Suite-Epoch","Everything was excellent, as always...",2022-09-01
1267,Elegant central apartment 2 bedrooms...,It's a very nice location just a few minutes walk from a large supermarket and from the center of town. The apartment is stylish and quiet with nice little restaurants and cafes right around the corner. I definitely recommend this place and we'll be staying here next time I'm in loja.,2022-01-01
1268,Elegant central apartment 2 bedrooms...,Brenda’s place was truly beautiful. Very clean and spacious. I wish we could have stayed longer. We will return in December and would love to stay here again. Brenda is a beautiful host. Answered all of our questions within minutes. Love this place!!!,2021-09-01
1269,Elegant central apartment 2 bedrooms...,"What an incredible apartment home. it is new, fresh, and super cute! It met our needs perfectly. You go in through a couple of locked gates to the apartment and we felt very safe. It is very near the downtown area which is super convenient. There are cafes and coffee shops everywhere. It felt very safe. Brenda, her husband and her mom were all so gracious and friendly...good tips for doctors, shops, and other details we needed.  it was chilly in Loja for our stay but she had blankets and we slept great under them!  If we could give more than 5 stars, we would!",2021-09-01
1270,Elegant central apartment 2 bedrooms...,"Brenda is an amazing host and her apartment is spacious and pristine! She was very easy to reach out to and accommodated us if we needed anything. The location is also my favorite in the city due to the many coffee shops and restaurants in the same block. It is also safe and quiet even though it is so close to the city’s center. The apartment doesn’t have a washing machine but there is a laundromat literally across the street and I was able to have a week’s worth of laundry washed, dried, and folded for less than $6. It also has a fully-equipped kitchen and all the utensils you need to cook for yourself. I definitely recommend this place and would stay there again!",2021-02-01
1271,Elegant central apartment 2 bedrooms...,expectacular,2021-01-01
1272,Elegant central apartment 2 bedrooms...,"This is a very nice, cute, fairly quiet Apt.  it’s pretty simple, but tastefully done.  However, there are a couple things listed in the amenities which are wrong.  First off, there is no Washing Machine.  There’s a place to do your clothes totally manually, but it’s not really any different than a big sink.  Also, the refrigerator is very small.  It was just me, so it was fine, but it would’ve been difficult if there were more people.  All in all, it was well located and very clean. Brenda is very nice and she was kind enough to provide maps & guides to the city, too.  Definitely a nice touch.  I would definitely stay there again.",2020-01-01
1273,Elegant central apartment 2 bedrooms...,"Excellent department and host. Brenda is the kindest and the best host ever.The department is very comfy, well located and secure.Sparkly clean, near from everything.I hope to return soon, highly recommended for a laisure and/or work trip.Brenda will make you feel as you were at home.",2019-11-01
1274,Gallery Suite near downtown/Los Reyes,"Great location, value and excellent accomodations.However you can hear everything on the street outside from the window next to bed. So if there are cars or people walking by it makes sleeping difficult.",2022-10-01
1275,Gallery Suite near downtown/Los Reyes,Great small cozy spot! Had everything necessary. Not far from center. A good 15-20 min walk which was great,2022-07-01
1276,Gallery Suite near downtown/Los Reyes,Very nice and cozy apartment. Close to city center.,2022-07-01
1277,Gallery Suite near downtown/Los Reyes,"Excellent stay, 100% recommended",2022-10-01
1278,Gallery Suite near downtown/Los Reyes,"It's comfortable, the only thing is that there's a lot of noise at night when you open the garage gate and the street cars. You can hear a lot.",2022-10-01
1279,Gallery Suite near downtown/Los Reyes,"excellent, cozy with very good service",2022-10-01
1280,Gallery Suite near downtown/Los Reyes,Great location,2022-09-01
1281,Gallery Suite near downtown/Los Reyes,"Excellent accommodation, warm and comfortable.  Very satisfied",2022-09-01
1282,Gallery Suite near downtown/Los Reyes,"Suite Galeria Los Reyes is located in the upper part of Loja, known as the Panecillo, the best way to get there is to take a taxi.	The Suite is cold.	It is on the edge of the Via Andrés Bello, it is one of the reasons for the noise you hear.	There is no way to observe the sunlight, but it is keeping the suite door open.",2022-08-01
1283,Gallery Suite near downtown/Los Reyes,Five-star everything,2022-08-01
1284,Gallery Suite near downtown/Los Reyes,"The place was impeccable, Maryla was always attentive to our arrival. They had everything they needed",2022-07-01
1285,Gallery Suite near downtown/Los Reyes,"Our days in Ecuador were pleasant and nothing better than staying in a cozy and pet friendly place.  We were satisfied with all the facilities they gave us. The sign to access the suite through the video was great, even though we arrived in the morning we were able to enter without problems.",2022-07-01
1286,Gallery Suite near downtown/Los Reyes,Recommended site.,2022-07-01
1287,Gallery Suite near downtown/Los Reyes,Excellent comfortable and clean place,2022-07-01
1288,One luxurious suite pool P24 park carolina,"Nice location, good communication, easy check-in. Kitchen could have better implementation (eg. Toaster, electric kettle). Overall good experience!",2022-10-01
1289,One luxurious suite pool P24 park carolina,Great place. Excellent location and gorgeous view.,2022-08-01
1290,One luxurious suite pool P24 park carolina,"We really liked our stay. In the building there are a lot of community amenities that we enjoyed, the place is clean and the neighbors are really kind. I definitely recommend it.",2022-07-01
1291,One luxurious suite pool P24 park carolina,Bien,2022-06-01
1292,One luxurious suite pool P24 park carolina,"An excellent place and location, I will definitely return.",2022-10-01
1293,One luxurious suite pool P24 park carolina,"Everything was great, in every way inside Pablo's apartment. Except the building's pool had green mold, dirty mold, etc.",2022-10-01
1294,One luxurious suite pool P24 park carolina,"Excellent location, small suite but with everything you need, lots of natural light and the best building",2022-09-01
1295,One luxurious suite pool P24 park carolina,Very good service. Modern place.,2022-09-01
1296,One luxurious suite pool P24 park carolina,"Excellent place, very well located and with enough security",2022-08-01
1297,One luxurious suite pool P24 park carolina,"Excellent host, very nice apartment and my good service",2022-08-01
1298,One luxurious suite pool P24 park carolina,Amazing,2022-07-01
1299,One luxurious suite pool P24 park carolina,"Excellent place, delivers on everything promised and excellent communication from PabloRecommended !",2022-07-01
1300,Naia P7 pool suite luxury portugal rep Salvador,It was a comfortable stay and at an excellent location especially for those planning on visiting Quito for work.,2022-10-01
1301,Naia P7 pool suite luxury portugal rep Salvador,"Excellent location, nice apartment, safe area, great overall stay!",2022-08-01
1302,Naia P7 pool suite luxury portugal rep Salvador,"My b/f and I stayed for 2.5 days after visiting the Galapagos islands. For the price of the apt, it was a good deal - clean, good wifi, and in a great location. However, it's a little bare bones, i.e. no paper towels, limited toilet paper, and no potable drinking water, etc. so for a longer stay you will probably want to head over to Mega Maxi (close by) to buy some essentials. We didn't use the common areas in the building but the doormen were always pleasant and helpful.",2022-07-01
1303,Naia P7 pool suite luxury portugal rep Salvador,Great host,2022-05-01
1304,Naia P7 pool suite luxury portugal rep Salvador,"The place is nice, great location! Pablo is gentle and reply very fast any doubt. Totally recommended",2022-04-01
1305,Naia P7 pool suite luxury portugal rep Salvador,This place is really excellent!! Location and communication with the host was beyond great. Definitely will come back and recommend :),2022-03-01
1306,Naia P7 pool suite luxury portugal rep Salvador,beautifull place !!!,2022-03-01
1307,Naia P7 pool suite luxury portugal rep Salvador,A nice place to stay,2022-02-01
1308,Naia P7 pool suite luxury portugal rep Salvador,"Ubicación perfecta, great restaurants and shopping areas, super clean and lovely part of the city.",2022-02-01
1309,Naia P7 pool suite luxury portugal rep Salvador,"Perfect location, great host! Couldn’t ask for better!",2022-01-01
1310,Naia P7 pool suite luxury portugal rep Salvador,.,2021-12-01
1311,Naia P7 pool suite luxury portugal rep Salvador,This place is the best spot. Close to everything. Perfect for your stay. Walking distance to the mall. Mega maxi is nest door.,2021-12-01
1312,Naia P7 pool suite luxury portugal rep Salvador,Great equiped place to stay. Easy to check in/out. Location is great!,2021-12-01
1313,Naia P7 pool suite luxury portugal rep Salvador,Fantastic place,2021-11-01
1314,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"The apartment is beautiful and the location is very walkable to the park, restaurants, and a bunch of stuff. It’s very comfortable for a short stay. I would recommend bringing ear plugs if you’re a light sleeper — the street noise is very loud, even up on the 18th floor.",2022-09-01
1315,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"The host was very responsive, we liked the place. my nephew really liked the gaming area and pool was great!",2022-08-01
1316,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"This space was like a beautiful boutique studio with amazing views. We are on an 8 day trip and kicked off the first two days in Veronica’s space. I have two small kids and wasn’t sure if this space could accommodate, it surely did. I would come back here again. We also left behind important documents and Veronica informed us right away.",2022-08-01
1317,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"Really comfy apartment, great views from the 18th floor, had everything we needed for our 1 night stay but would have happily stayed longer. Easy check in. Would stay again :)",2022-07-01
1318,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"Perfect location, convenient, quiet. Great host.",2022-07-01
1319,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,Excellent location. Building has ALL the amenities you could want. Amazing value. And the views! Highly recommended.,2022-07-01
1320,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,Verónica’s please is in a great location close to a few shopping centers and restaurants.,2022-06-01
1321,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,Excellent airbnb. The suite was very clean and decorated and had beautiful view of the Carolina Park and Quito. Hosts were very friendly too! They left coffee and eggs for us :),2022-06-01
1322,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,Loved the place! Excellent view. Super cozy. Check-in was quick and easy. Just a few steps away from the mall too. One of the best Airbnb stays I've had the pleasure of booking.,2022-06-01
1323,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,Unbelievable views of Quito. Great amenities and very clean unit. Veronica responded quickly.,2022-06-01
1324,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"Decent listing, good amenities, great view. Downside of the beautiful view of the city was that it was incredibly noisy at night until well past midnight",2022-05-01
1325,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"Stayed in Veronica's place twice during my travels through Ecuador and loved every minute of it! So clean, so many amenities, the perfect location.",2022-05-01
1326,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,Beautiful and modern place. I will definitely comeback to this place.,2022-05-01
1327,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"Veronica’s apartment was absolutely perfect! The building and the apartment are both in pristine condition. I stayed here right after traveling from the Galapagos, so I was beyond excited that the shower was so nice and that there were toiletries (shampoo, conditioner, hair dryer) provided. Being able to do laundry in the building’s laundry room was also great. There is laundry detergent available at the supermaxi across the street. I also appreciated how well equipped the kitchen was, though I ended up going out for meals. The wifi was really good too. Will definitely be staying here again!",2022-05-01
1328,SUITE 3: COZY 7th FLOOR SUITE IN QUITO’S HEART,Super nice and clean place. Location is perfect. Apartment is nicely equipped and washer was a big plus for us. Host answered quickly and helped with everything. Definitely recommend and we would come again if Ever going to Quito again.,2022-09-01
1329,SUITE 3: COZY 7th FLOOR SUITE IN QUITO’S HEART,Location is absolutely 5 out of 5. The price is just worth the property. Highly recommended.,2022-09-01
1330,SUITE 3: COZY 7th FLOOR SUITE IN QUITO’S HEART,Perfect place!,2022-09-01
1331,SUITE 3: COZY 7th FLOOR SUITE IN QUITO’S HEART,"Unexpected trip and short stay but location was extremely convenient. Movie theatre down the block, supermarket across the street and a mall close by. Access to the apartment was extremely convenient especially for my arrival late in the night. Guards and reception extremely professional. 10/10 would stay again.",2022-08-01
1332,SUITE 3: COZY 7th FLOOR SUITE IN QUITO’S HEART,"Great location, super good communication with Marco Antonio, highly recommended.",2022-08-01
1333,SUITE 3: COZY 7th FLOOR SUITE IN QUITO’S HEART,"This is a terrific little one bedroom apartment in an area of Quito that has a lot of high-rise apartment buildings, offices, retail, restaurants, and a wonderful park.Marco’s communication is outstanding and the check in process is super easy. He has really gone above and beyond to be sure the apartment is fully equipped with everything it needs. It even has regular and orthopedic memory foam pillows on the bed ;-)As for the essentials, the bed is comfortable and the shower is great. Although we didn’t use the clothes washing machine or the stove while we were there, we appreciated having a microwave and coffee maker available.We would definitely stay here again!",2022-08-01
1334,SUITE 3: COZY 7th FLOOR SUITE IN QUITO’S HEART,The suite is well located in the north-centre of Quito. It is close to the main shopping centres and has easy access to the bus line.,2022-07-01
1335,Unique Experience Design Loft: A forest,"I had an amazing time at Bettina house, definitely recommend",2022-10-01
1336,Unique Experience Design Loft: A forest,"I really enjoyed the apartment it is absolutely gorgeous and the rooftop has stunning views of the historic downtown. The bed and blankets were extremely comfortable. I would not walk around the neighborhood at night, it isn’t safe.",2022-10-01
1337,Unique Experience Design Loft: A forest,Excellent apartment in an very good location in the historic district in Quito. The apartment has everything to make your stay confortable and enjoyable. It is just a walking distance from all the major tourist attractions in the historic center of Quito.The hosts were very easy to contact and responded in a timely matter. I will stay there again if I were to come back to Quito. Excellent place. I give it a 5 stars rating.,2022-10-01
1338,Unique Experience Design Loft: A forest,"I absolutely loved my stay here. The fact that the hosts designed and implemented this absolute marvel of a space is unbelievable in itself. It feels almost clandestine that I stayed in the Forest. Beautiful architecture, brutalism and exposed walls and ceilings. Aesthetically as well as practically speaking this place is worth a visit. Thankyou so much Bettina and Aquiles for my stay here.",2022-09-01
1339,Unique Experience Design Loft: A forest,"We had such a brilliant time staying here, the place is amazing and we would highly recommend it... The architecture and style is so unique! The hosts were really helpful in recommending local restaurants etc. and arranging pick up and drop off to the airport. Definitely stay here you won't be disappointed!",2022-09-01
1340,Unique Experience Design Loft: A forest,"This is a gorgeous place. Amazing design,  beautiful views, very industrial and chic. After a long day exploring the city, it is a welcome refuge. The location is great - walking distance to the historic city’s main attractions and near a street with everything that you may need. I’m so glad that we stayed here. Highly recommend and would stay there again.",2022-09-01
1341,Unique Experience Design Loft: A forest,"Spent a month here and the apartment was perfect.  Exactly as described and incredibly done.  Loved to sit on the balcony and watch the life on the street.  Recommendations for local bars and restaurants were perfect.  Try the yucca chica at Soreno Moreno or the pizza at Bandido Brewery.  Enjoy the cafes and plazas in the afternoon in the historic center.I would say that a lot of the things mentioned in the comments here are true - street noise or being on third floor of a walk up, for example.  So read and think hard about whether this place is right for you.  None of it was an issue for me and was super happy here, but I could see where some items could be an issue for others.",2022-09-01
1342,Cozy apartment with view to Pichincha volcano,"AMAZING STAY, SUPER MODERN AND COMFORTABLE. THE POOL AND HOT TUB ARE ACCESSIBLE BY RESERVATION AND IT HAS A SPA FEEL!!!",2022-09-01
1343,Cozy apartment with view to Pichincha volcano,Super nice and modern stay. Everything is amazing. Stayed one night just to sleep and it was the most comfortable sleep we had in Ecuador.,2022-09-01
1344,Cozy apartment with view to Pichincha volcano,"Thanks so much to Alejandro and Gabriela for hosting me during my time in Quito. I felt immediately home and the communication was so easy!I absolutely loved the flat and how bright, modern, comfortable and clean it was. The plants make it lively. So, please take care of them too when you stop. The building is conveniently located and so close to good restaurants, cafes, drugstore and ATMs. I also appreciate the security and the lovely souls working at the reception and outside. Currently, there are some construction work going on in the neighbourhood. I would still recommend this place if you are out early and come back by 5pm. Otherwise you would need some earplugs during daytime.I had nonetheless a wonderful stay and I would choose it again for my next visit!All the best to you all!",2022-09-01
1345,Cozy apartment with view to Pichincha volcano,Alejandro and Gabriela are grea hosts. The have been super responsive and quick to check information  to help me. The Apartment is locate in a great location near la Carolina and in front of  Drugstore Fybeca opened 24 hours. Great please and cozy. Bed is very confortable and big size.Only inconvenient was that we had to book the pool and jacuzzi everytime we wanted to use it which is not practical but Alejandro and Gabriela made it very smooth by booking our wishes everyday and ensure we had a slot as much as possble. Highly recommend the place. Very safe and secure too!,2022-09-01
1346,Cozy apartment with view to Pichincha volcano,"This Appartement is amazing! Do not hesitate to stay here - it has a perfect temperature (which is rare in Quito), the design is wonderful and chic and makes you feel at home at a glimpse. Alejandro is a super responsive host making sure you have everything you need during your stay. The Bildung is new and offers great extras. We will be back for sure!",2022-06-01
1347,Cozy apartment with view to Pichincha volcano,"Beautiful apartment in a very nice, safe and quiet neighborhood.",2022-06-01
1348,Cozy apartment with view to Pichincha volcano,Great!,2022-05-01
1349,Modern Suite in the Most Vibrant Place in Quito!,Very nice apartment and location,2022-10-01
